ville,date,temp_max,temp_min,precipitation,pluie,neige
Antananarivo,2022-07-19,18.1,11.0,0.3,0.3,0.0
Antananarivo,2022-07-20,17.4,11.1,0.5,0.5,0.0
Antananarivo,2022-07-21,16.7,10.2,2.0,2.0,0.0
Antananarivo,2022-07-22,17.8,8.6,0.5,0.5,0.0
Antananarivo,2022-07-23,18.2,11.2,0.6,0.6,0.0
Antananarivo,2022-07-24,18.9,11.5,0.0,0.0,0.0
Antananarivo,2022-07-25,19.8,8.7,0.0,0.0,0.0
Antananarivo,2022-07-26,20.9,8.9,0.0,0.0,0.0
Antananarivo,2022-07-27,20.2,10.5,0.0,0.0,0.0
Antananarivo,2022-07-28,22.7,7.5,0.0,0.0,0.0
Antananarivo,2022-07-29,18.3,12.1,0.0,0.0,0.0
Antananarivo,2022-07-30,19.8,12.7,0.9,0.9,0.0
Antananarivo,2022-07-31,20.6,9.9,0.0,0.0,0.0
Antananarivo,2022-08-01,21.1,9.5,0.0,0.0,0.0
Antananarivo,2022-08-02,20.8,10.5,0.0,0.0,0.0
Antananarivo,2022-08-03,19.7,10.2,0.3,0.3,0.0
Antananarivo,2022-08-04,20.1,11.3,0.1,0.1,0.0
Antananarivo,2022-08-05,21.0,8.4,0.0,0.0,0.0
Antananarivo,2022-08-06,22.2,8.7,0.0,0.0,0.0
Antananarivo,2022-08-07,21.4,7.9,0.0,0.0,0.0
Antananarivo,2022-08-08,20.1,7.0,0.0,0.0,0.0
Antananarivo,2022-08-09,18.7,8.4,0.0,0.0,0.0
Antananarivo,2022-08-10,19.1,9.3,0.8,0.8,0.0
Antananarivo,2022-08-11,17.6,9.3,0.0,0.0,0.0
Antananarivo,2022-08-12,18.8,10.7,0.1,0.1,0.0
Antananarivo,2022-08-13,19.4,7.7,0.0,0.0,0.0
Antananarivo,2022-08-14,20.3,8.8,0.0,0.0,0.0
Antananarivo,2022-08-15,21.9,8.3,0.0,0.0,0.0
Antananarivo,2022-08-16,25.8,11.2,0.0,0.0,0.0
Antananarivo,2022-08-17,23.7,11.2,0.0,0.0,0.0
Antananarivo,2022-08-18,24.6,11.5,0.0,0.0,0.0
Antananarivo,2022-08-19,23.7,9.0,0.0,0.0,0.0
Antananarivo,2022-08-20,23.4,8.8,0.0,0.0,0.0
Antananarivo,2022-08-21,26.4,9.3,0.0,0.0,0.0
Antananarivo,2022-08-22,20.5,11.1,0.0,0.0,0.0
Antananarivo,2022-08-23,22.1,7.9,0.0,0.0,0.0
Antananarivo,2022-08-24,20.0,9.9,0.3,0.3,0.0
Antananarivo,2022-08-25,18.8,10.1,0.3,0.3,0.0
Antananarivo,2022-08-26,19.1,10.6,0.6,0.6,0.0
Antananarivo,2022-08-27,19.6,8.9,0.0,0.0,0.0
Antananarivo,2022-08-28,20.3,10.7,0.7,0.7,0.0
Antananarivo,2022-08-29,25.0,9.5,0.0,0.0,0.0
Antananarivo,2022-08-30,25.3,13.2,0.0,0.0,0.0
Antananarivo,2022-08-31,26.3,14.0,0.0,0.0,0.0
Antananarivo,2022-09-01,22.7,9.6,0.0,0.0,0.0
Antananarivo,2022-09-02,22.8,9.8,0.0,0.0,0.0
Antananarivo,2022-09-03,23.0,11.4,0.0,0.0,0.0
Antananarivo,2022-09-04,21.6,11.3,0.0,0.0,0.0
Antananarivo,2022-09-05,18.9,11.1,0.5,0.5,0.0
Antananarivo,2022-09-06,20.8,12.1,0.4,0.4,0.0
Antananarivo,2022-09-07,22.4,9.1,0.0,0.0,0.0
Antananarivo,2022-09-08,22.1,10.6,0.0,0.0,0.0
Antananarivo,2022-09-09,23.0,11.1,0.0,0.0,0.0
Antananarivo,2022-09-10,22.3,8.9,0.0,0.0,0.0
Antananarivo,2022-09-11,23.1,11.3,0.0,0.0,0.0
Antananarivo,2022-09-12,22.4,10.0,0.0,0.0,0.0
Antananarivo,2022-09-13,25.3,7.0,0.0,0.0,0.0
Antananarivo,2022-09-14,22.7,11.3,0.0,0.0,0.0
Antananarivo,2022-09-15,20.1,8.3,0.0,0.0,0.0
Antananarivo,2022-09-16,21.5,10.4,0.0,0.0,0.0
Antananarivo,2022-09-17,21.3,9.9,0.0,0.0,0.0
Antananarivo,2022-09-18,22.5,11.5,0.0,0.0,0.0
Antananarivo,2022-09-19,21.7,12.9,0.0,0.0,0.0
Antananarivo,2022-09-20,21.7,10.8,0.5,0.5,0.0
Antananarivo,2022-09-21,21.3,11.3,0.0,0.0,0.0
Antananarivo,2022-09-22,21.6,12.0,0.6,0.6,0.0
Antananarivo,2022-09-23,23.5,9.8,0.0,0.0,0.0
Antananarivo,2022-09-24,24.4,12.5,0.1,0.1,0.0
Antananarivo,2022-09-25,23.4,11.5,0.0,0.0,0.0
Antananarivo,2022-09-26,22.7,12.6,0.1,0.1,0.0
Antananarivo,2022-09-27,24.0,11.2,0.0,0.0,0.0
Antananarivo,2022-09-28,22.9,9.4,0.0,0.0,0.0
Antananarivo,2022-09-29,22.2,10.4,0.0,0.0,0.0
Antananarivo,2022-09-30,24.5,11.4,0.0,0.0,0.0
Antananarivo,2022-10-01,26.0,9.4,0.0,0.0,0.0
Antananarivo,2022-10-02,26.6,10.4,0.0,0.0,0.0
Antananarivo,2022-10-03,28.5,11.5,0.0,0.0,0.0
Antananarivo,2022-10-04,28.9,10.4,0.0,0.0,0.0
Antananarivo,2022-10-05,29.1,9.3,0.0,0.0,0.0
Antananarivo,2022-10-06,27.4,9.7,0.0,0.0,0.0
Antananarivo,2022-10-07,26.2,11.7,0.0,0.0,0.0
Antananarivo,2022-10-08,25.8,10.9,0.0,0.0,0.0
Antananarivo,2022-10-09,24.1,12.1,0.0,0.0,0.0
Antananarivo,2022-10-10,26.4,9.3,0.0,0.0,0.0
Antananarivo,2022-10-11,27.2,8.7,0.0,0.0,0.0
Antananarivo,2022-10-12,25.1,9.4,0.0,0.0,0.0
Antananarivo,2022-10-13,24.9,11.6,0.0,0.0,0.0
Antananarivo,2022-10-14,23.1,11.4,0.1,0.1,0.0
Antananarivo,2022-10-15,23.7,10.6,0.0,0.0,0.0
Antananarivo,2022-10-16,27.6,11.4,0.0,0.0,0.0
Antananarivo,2022-10-17,26.0,13.6,0.0,0.0,0.0
Antananarivo,2022-10-18,25.5,11.2,0.0,0.0,0.0
Antananarivo,2022-10-19,25.3,11.9,0.0,0.0,0.0
Antananarivo,2022-10-20,25.4,13.3,0.0,0.0,0.0
Antananarivo,2022-10-21,25.9,14.7,0.0,0.0,0.0
Antananarivo,2022-10-22,29.1,13.3,0.1,0.1,0.0
Antananarivo,2022-10-23,30.2,12.9,2.2,2.2,0.0
Antananarivo,2022-10-24,29.0,14.3,0.0,0.0,0.0
Antananarivo,2022-10-25,28.4,15.0,0.7,0.7,0.0
Antananarivo,2022-10-26,27.7,15.5,0.2,0.2,0.0
Antananarivo,2022-10-27,28.1,15.4,0.2,0.2,0.0
Antananarivo,2022-10-28,28.2,15.2,0.1,0.1,0.0
Antananarivo,2022-10-29,27.5,15.6,22.4,22.4,0.0
Antananarivo,2022-10-30,24.3,15.4,1.9,1.9,0.0
Antananarivo,2022-10-31,24.7,14.3,0.0,0.0,0.0
Antananarivo,2022-11-01,25.9,14.8,0.0,0.0,0.0
Antananarivo,2022-11-02,26.3,16.2,0.0,0.0,0.0
Antananarivo,2022-11-03,26.7,14.2,2.3,2.3,0.0
Antananarivo,2022-11-04,25.9,14.7,6.8,6.8,0.0
Antananarivo,2022-11-05,26.4,14.8,0.1,0.1,0.0
Antananarivo,2022-11-06,26.7,15.5,0.0,0.0,0.0
Antananarivo,2022-11-07,26.3,14.9,0.0,0.0,0.0
Antananarivo,2022-11-08,26.6,15.2,6.5,6.5,0.0
Antananarivo,2022-11-09,26.6,12.6,4.0,4.0,0.0
Antananarivo,2022-11-10,26.4,14.9,0.3,0.3,0.0
Antananarivo,2022-11-11,27.2,14.6,0.1,0.1,0.0
Antananarivo,2022-11-12,26.9,14.2,0.5,0.5,0.0
Antananarivo,2022-11-13,27.2,15.3,0.9,0.9,0.0
Antananarivo,2022-11-14,27.6,15.8,0.3,0.3,0.0
Antananarivo,2022-11-15,26.2,16.1,0.9,0.9,0.0
Antananarivo,2022-11-16,25.8,16.4,11.2,11.2,0.0
Antananarivo,2022-11-17,25.2,15.9,10.8,10.8,0.0
Antananarivo,2022-11-18,26.0,14.3,1.0,1.0,0.0
Antananarivo,2022-11-19,27.2,13.8,0.5,0.5,0.0
Antananarivo,2022-11-20,26.0,15.7,4.2,4.2,0.0
Antananarivo,2022-11-21,26.9,15.7,2.2,2.2,0.0
Antananarivo,2022-11-22,24.6,15.2,16.9,16.9,0.0
Antananarivo,2022-11-23,24.2,14.0,4.7,4.7,0.0
Antananarivo,2022-11-24,24.8,14.7,5.1,5.1,0.0
Antananarivo,2022-11-25,25.1,13.4,0.2,0.2,0.0
Antananarivo,2022-11-26,25.4,13.5,0.0,0.0,0.0
Antananarivo,2022-11-27,26.3,12.6,0.0,0.0,0.0
Antananarivo,2022-11-28,28.0,15.2,0.0,0.0,0.0
Antananarivo,2022-11-29,27.5,14.4,10.8,10.8,0.0
Antananarivo,2022-11-30,26.1,14.7,19.1,19.1,0.0
Antananarivo,2022-12-01,25.9,15.4,1.7,1.7,0.0
Antananarivo,2022-12-02,27.4,14.5,1.2,1.2,0.0
Antananarivo,2022-12-03,26.4,15.8,18.1,18.1,0.0
Antananarivo,2022-12-04,26.3,16.5,16.3,16.3,0.0
Antananarivo,2022-12-05,25.1,14.8,9.4,9.4,0.0
Antananarivo,2022-12-06,25.6,14.6,0.0,0.0,0.0
Antananarivo,2022-12-07,25.3,13.6,0.0,0.0,0.0
Antananarivo,2022-12-08,25.5,16.1,0.0,0.0,0.0
Antananarivo,2022-12-09,25.6,13.0,1.4,1.4,0.0
Antananarivo,2022-12-10,24.7,16.2,1.4,1.4,0.0
Antananarivo,2022-12-11,25.8,14.5,2.3,2.3,0.0
Antananarivo,2022-12-12,24.9,16.4,17.5,17.5,0.0
Antananarivo,2022-12-13,25.1,15.7,10.8,10.8,0.0
Antananarivo,2022-12-14,24.8,14.3,5.4,5.4,0.0
Antananarivo,2022-12-15,25.8,13.6,6.1,6.1,0.0
Antananarivo,2022-12-16,24.9,15.1,12.1,12.1,0.0
Antananarivo,2022-12-17,25.8,16.1,20.6,20.6,0.0
Antananarivo,2022-12-18,25.9,16.5,13.7,13.7,0.0
Antananarivo,2022-12-19,26.4,16.0,2.9,2.9,0.0
Antananarivo,2022-12-20,26.8,15.9,7.7,7.7,0.0
Antananarivo,2022-12-21,26.4,17.0,7.8,7.8,0.0
Antananarivo,2022-12-22,25.0,16.3,4.7,4.7,0.0
Antananarivo,2022-12-23,25.8,15.9,0.9,0.9,0.0
Antananarivo,2022-12-24,24.9,17.0,5.2,5.2,0.0
Antananarivo,2022-12-25,25.2,15.9,15.9,15.9,0.0
Antananarivo,2022-12-26,24.2,15.6,20.1,20.1,0.0
Antananarivo,2022-12-27,26.0,16.4,0.8,0.8,0.0
Antananarivo,2022-12-28,25.2,16.7,8.1,8.1,0.0
Antananarivo,2022-12-29,25.9,15.7,0.3,0.3,0.0
Antananarivo,2022-12-30,26.8,16.8,0.6,0.6,0.0
Antananarivo,2022-12-31,26.0,16.9,0.6,0.6,0.0
Antananarivo,2023-01-01,25.9,16.2,3.1,3.1,0.0
Antananarivo,2023-01-02,26.9,16.3,16.7,16.7,0.0
Antananarivo,2023-01-03,25.8,14.7,0.2,0.2,0.0
Antananarivo,2023-01-04,25.0,16.6,9.0,9.0,0.0
Antananarivo,2023-01-05,26.3,16.3,0.7,0.7,0.0
Antananarivo,2023-01-06,26.0,16.0,0.1,0.1,0.0
Antananarivo,2023-01-07,26.5,16.0,0.0,0.0,0.0
Antananarivo,2023-01-08,26.5,17.7,4.4,4.4,0.0
Antananarivo,2023-01-09,27.2,16.6,32.8,32.8,0.0
Antananarivo,2023-01-10,23.8,16.1,3.0,3.0,0.0
Antananarivo,2023-01-11,25.8,17.0,22.9,22.9,0.0
Antananarivo,2023-01-12,23.0,17.5,26.6,26.6,0.0
Antananarivo,2023-01-13,23.7,17.6,20.1,20.1,0.0
Antananarivo,2023-01-14,24.7,17.4,4.2,4.2,0.0
Antananarivo,2023-01-15,23.3,17.0,8.0,8.0,0.0
Antananarivo,2023-01-16,25.0,15.2,1.8,1.8,0.0
Antananarivo,2023-01-17,24.4,16.2,2.5,2.5,0.0
Antananarivo,2023-01-18,23.9,15.7,0.1,0.1,0.0
Antananarivo,2023-01-19,21.9,15.8,9.1,9.1,0.0
Antananarivo,2023-01-20,20.7,17.8,50.3,50.3,0.0
Antananarivo,2023-01-21,20.9,17.7,61.7,61.7,0.0
Antananarivo,2023-01-22,18.7,16.7,63.2,63.2,0.0
Antananarivo,2023-01-23,22.9,17.0,60.5,60.5,0.0
Antananarivo,2023-01-24,24.5,17.5,23.8,23.8,0.0
Antananarivo,2023-01-25,23.2,17.0,5.0,5.0,0.0
Antananarivo,2023-01-26,20.4,17.2,21.6,21.6,0.0
Antananarivo,2023-01-27,25.5,17.2,14.6,14.6,0.0
Antananarivo,2023-01-28,25.9,17.1,3.9,3.9,0.0
Antananarivo,2023-01-29,25.9,17.9,0.0,0.0,0.0
Antananarivo,2023-01-30,27.4,15.9,7.6,7.6,0.0
Antananarivo,2023-01-31,26.4,18.1,17.5,17.5,0.0
Antananarivo,2023-02-01,24.1,17.8,19.3,19.3,0.0
Antananarivo,2023-02-02,26.2,16.9,8.8,8.8,0.0
Antananarivo,2023-02-03,26.1,14.9,13.3,13.3,0.0
Antananarivo,2023-02-04,25.3,16.7,15.1,15.1,0.0
Antananarivo,2023-02-05,24.1,16.3,5.7,5.7,0.0
Antananarivo,2023-02-06,25.0,15.8,7.9,7.9,0.0
Antananarivo,2023-02-07,23.5,17.1,6.6,6.6,0.0
Antananarivo,2023-02-08,24.8,17.5,2.2,2.2,0.0
Antananarivo,2023-02-09,25.1,17.6,1.9,1.9,0.0
Antananarivo,2023-02-10,23.8,15.1,0.1,0.1,0.0
Antananarivo,2023-02-11,25.8,16.1,0.3,0.3,0.0
Antananarivo,2023-02-12,26.1,14.8,0.0,0.0,0.0
Antananarivo,2023-02-13,26.1,15.0,0.0,0.0,0.0
Antananarivo,2023-02-14,24.4,14.9,3.0,3.0,0.0
Antananarivo,2023-02-15,26.6,13.9,0.0,0.0,0.0
Antananarivo,2023-02-16,24.6,17.1,23.9,23.9,0.0
Antananarivo,2023-02-17,26.7,17.1,21.7,21.7,0.0
Antananarivo,2023-02-18,27.3,16.5,7.8,7.8,0.0
Antananarivo,2023-02-19,27.8,18.2,0.4,0.4,0.0
Antananarivo,2023-02-20,26.9,17.5,0.0,0.0,0.0
Antananarivo,2023-02-21,26.2,15.5,6.1,6.1,0.0
Antananarivo,2023-02-22,26.7,17.8,5.6,5.6,0.0
Antananarivo,2023-02-23,24.5,17.1,20.5,20.5,0.0
Antananarivo,2023-02-24,26.0,16.9,0.5,0.5,0.0
Antananarivo,2023-02-25,26.0,14.2,0.1,0.1,0.0
Antananarivo,2023-02-26,26.2,15.4,0.0,0.0,0.0
Antananarivo,2023-02-27,25.9,13.9,0.4,0.4,0.0
Antananarivo,2023-02-28,25.4,15.4,2.1,2.1,0.0
Antananarivo,2023-03-01,25.9,14.8,12.8,12.8,0.0
Antananarivo,2023-03-02,26.0,16.2,7.5,7.5,0.0
Antananarivo,2023-03-03,25.8,16.5,12.2,12.2,0.0
Antananarivo,2023-03-04,24.5,16.8,8.8,8.8,0.0
Antananarivo,2023-03-05,23.1,17.4,8.9,8.9,0.0
Antananarivo,2023-03-06,24.7,17.7,3.6,3.6,0.0
Antananarivo,2023-03-07,26.0,17.2,2.6,2.6,0.0
Antananarivo,2023-03-08,25.9,17.5,8.8,8.8,0.0
Antananarivo,2023-03-09,25.3,15.4,18.5,18.5,0.0
Antananarivo,2023-03-10,23.4,17.8,11.8,11.8,0.0
Antananarivo,2023-03-11,24.0,16.7,1.6,1.6,0.0
Antananarivo,2023-03-12,23.6,16.2,9.1,9.1,0.0
Antananarivo,2023-03-13,24.1,14.7,6.5,6.5,0.0
Antananarivo,2023-03-14,25.3,15.6,0.1,0.1,0.0
Antananarivo,2023-03-15,24.1,16.1,10.6,10.6,0.0
Antananarivo,2023-03-16,25.9,15.1,10.6,10.6,0.0
Antananarivo,2023-03-17,25.7,15.0,1.2,1.2,0.0
Antananarivo,2023-03-18,27.1,15.7,6.7,6.7,0.0
Antananarivo,2023-03-19,25.3,16.9,8.6,8.6,0.0
Antananarivo,2023-03-20,25.7,18.1,14.4,14.4,0.0
Antananarivo,2023-03-21,24.4,17.1,17.3,17.3,0.0
Antananarivo,2023-03-22,24.0,16.3,11.8,11.8,0.0
Antananarivo,2023-03-23,25.2,15.9,1.1,1.1,0.0
Antananarivo,2023-03-24,24.9,17.3,3.2,3.2,0.0
Antananarivo,2023-03-25,24.6,15.8,1.6,1.6,0.0
Antananarivo,2023-03-26,25.0,16.7,2.5,2.5,0.0
Antananarivo,2023-03-27,26.2,14.7,2.1,2.1,0.0
Antananarivo,2023-03-28,26.1,16.6,14.7,14.7,0.0
Antananarivo,2023-03-29,24.8,17.0,9.8,9.8,0.0
Antananarivo,2023-03-30,24.9,16.4,22.4,22.4,0.0
Antananarivo,2023-03-31,25.6,17.2,8.7,8.7,0.0
Antananarivo,2023-04-01,25.5,15.4,0.5,0.5,0.0
Antananarivo,2023-04-02,25.6,16.0,23.0,23.0,0.0
Antananarivo,2023-04-03,25.6,16.4,8.9,8.9,0.0
Antananarivo,2023-04-04,24.6,15.7,5.3,5.3,0.0
Antananarivo,2023-04-05,24.9,15.3,16.6,16.6,0.0
Antananarivo,2023-04-06,23.2,16.7,6.8,6.8,0.0
Antananarivo,2023-04-07,24.4,15.9,7.7,7.7,0.0
Antananarivo,2023-04-08,25.1,14.9,0.3,0.3,0.0
Antananarivo,2023-04-09,24.5,15.5,18.8,18.8,0.0
Antananarivo,2023-04-10,25.0,13.7,7.3,7.3,0.0
Antananarivo,2023-04-11,25.0,14.1,0.8,0.8,0.0
Antananarivo,2023-04-12,25.8,15.5,0.2,0.2,0.0
Antananarivo,2023-04-13,24.0,16.1,8.1,8.1,0.0
Antananarivo,2023-04-14,24.8,15.4,0.9,0.9,0.0
Antananarivo,2023-04-15,25.4,15.8,21.8,21.8,0.0
Antananarivo,2023-04-16,24.4,14.8,1.9,1.9,0.0
Antananarivo,2023-04-17,23.3,14.9,0.3,0.3,0.0
Antananarivo,2023-04-18,24.2,14.8,0.6,0.6,0.0
Antananarivo,2023-04-19,23.7,15.2,2.7,2.7,0.0
Antananarivo,2023-04-20,24.1,16.2,2.6,2.6,0.0
Antananarivo,2023-04-21,25.3,16.4,1.4,1.4,0.0
Antananarivo,2023-04-22,25.6,15.4,0.9,0.9,0.0
Antananarivo,2023-04-23,25.4,14.2,3.3,3.3,0.0
Antananarivo,2023-04-24,24.6,14.9,0.2,0.2,0.0
Antananarivo,2023-04-25,26.2,11.0,0.0,0.0,0.0
Antananarivo,2023-04-26,25.2,15.1,0.0,0.0,0.0
Antananarivo,2023-04-27,23.8,16.9,0.4,0.4,0.0
Antananarivo,2023-04-28,23.6,14.3,0.0,0.0,0.0
Antananarivo,2023-04-29,23.3,12.6,0.0,0.0,0.0
Antananarivo,2023-04-30,24.2,12.2,0.0,0.0,0.0
Antananarivo,2023-05-01,24.3,15.1,0.0,0.0,0.0
Antananarivo,2023-05-02,24.8,15.5,0.0,0.0,0.0
Antananarivo,2023-05-03,22.1,16.7,1.6,1.6,0.0
Antananarivo,2023-05-04,22.6,15.8,2.0,2.0,0.0
Antananarivo,2023-05-05,24.1,14.4,0.0,0.0,0.0
Antananarivo,2023-05-06,23.8,14.1,0.0,0.0,0.0
Antananarivo,2023-05-07,22.5,14.8,2.5,2.5,0.0
Antananarivo,2023-05-08,22.9,12.3,1.5,1.5,0.0
Antananarivo,2023-05-09,21.8,13.0,1.1,1.1,0.0
Antananarivo,2023-05-10,22.5,15.0,0.0,0.0,0.0
Antananarivo,2023-05-11,22.7,13.9,0.7,0.7,0.0
Antananarivo,2023-05-12,24.0,15.4,0.0,0.0,0.0
Antananarivo,2023-05-13,23.8,15.8,0.8,0.8,0.0
Antananarivo,2023-05-14,23.4,15.8,1.7,1.7,0.0
Antananarivo,2023-05-15,24.1,15.6,2.2,2.2,0.0
Antananarivo,2023-05-16,23.7,13.8,0.8,0.8,0.0
Antananarivo,2023-05-17,24.7,11.3,0.0,0.0,0.0
Antananarivo,2023-05-18,24.2,14.9,0.0,0.0,0.0
Antananarivo,2023-05-19,24.6,14.2,0.0,0.0,0.0
Antananarivo,2023-05-20,25.1,12.4,0.0,0.0,0.0
Antananarivo,2023-05-21,25.0,11.9,0.0,0.0,0.0
Antananarivo,2023-05-22,24.7,10.9,0.0,0.0,0.0
Antananarivo,2023-05-23,23.7,9.2,0.0,0.0,0.0
Antananarivo,2023-05-24,22.8,13.3,0.0,0.0,0.0
Antananarivo,2023-05-25,21.2,12.5,5.2,5.2,0.0
Antananarivo,2023-05-26,21.0,10.0,0.1,0.1,0.0
Antananarivo,2023-05-27,21.0,13.5,0.0,0.0,0.0
Antananarivo,2023-05-28,22.1,13.0,0.0,0.0,0.0
Antananarivo,2023-05-29,23.0,11.4,0.0,0.0,0.0
Antananarivo,2023-05-30,22.1,14.3,0.0,0.0,0.0
Antananarivo,2023-05-31,23.3,13.6,0.0,0.0,0.0
Antananarivo,2023-06-01,21.5,11.9,0.0,0.0,0.0
Antananarivo,2023-06-02,21.6,11.8,0.0,0.0,0.0
Antananarivo,2023-06-03,19.9,11.9,0.5,0.5,0.0
Antananarivo,2023-06-04,21.1,12.8,0.9,0.9,0.0
Antananarivo,2023-06-05,21.5,12.0,0.7,0.7,0.0
Antananarivo,2023-06-06,22.3,10.3,0.2,0.2,0.0
Antananarivo,2023-06-07,22.5,13.1,0.0,0.0,0.0
Antananarivo,2023-06-08,22.7,15.1,0.1,0.1,0.0
Antananarivo,2023-06-09,23.4,14.1,0.0,0.0,0.0
Antananarivo,2023-06-10,22.5,12.5,0.0,0.0,0.0
Antananarivo,2023-06-11,22.6,13.3,0.0,0.0,0.0
Antananarivo,2023-06-12,21.9,11.9,0.0,0.0,0.0
Antananarivo,2023-06-13,22.1,12.2,0.0,0.0,0.0
Antananarivo,2023-06-14,22.7,9.2,0.0,0.0,0.0
Antananarivo,2023-06-15,22.6,11.7,0.0,0.0,0.0
Antananarivo,2023-06-16,22.6,10.8,0.0,0.0,0.0
Antananarivo,2023-06-17,23.6,8.5,0.0,0.0,0.0
Antananarivo,2023-06-18,21.1,10.1,0.2,0.2,0.0
